Symbol,Series,Date,Close,Open,High,Low,Volume
HDFC,EQ,20-Jul-20,1805.85,1844,1844,1801,3915997
HDFC,EQ,21-Jul-20,1806.05,1816.5,1900.95,1815,6884035
HDFC,EQ,22-Jul-20,1883.65,1895.5,1898.95,1851.5,5538884
HDFC,EQ,23-Jul-20,1881.05,1881.05,1910,1871.6,3647242
HDFC,EQ,24-Jul-20,1875.8,1854,1857.8,1817,3309356
HDFC,EQ,27-Jul-20,1841.3,1841.3,1861.95,1824,3724639
HDFC,EQ,28-Jul-20,1850.75,1859.35,1907,1844.5,4346193
HDFC,EQ,29-Jul-20,1897.35,1885,1918.5,1867.2,7413828
HDFC,EQ,30-Jul-20,1877.3,1880,1900.7,1804,7473426
HDFC,EQ,31-Jul-20,1810.65,1805,1811.2,1759,7746014
HDFC,EQ,03-Aug-20,1781.95,1781,1781.95,1730.1,4648927
HDFC,EQ,04-Aug-20,1739.8,1749,1794.45,1743.4,4722583
HDFC,EQ,05-Aug-20,1781.1,1784.4,1811.5,1766.25,5576455
HDFC,EQ,06-Aug-20,1776.7,1798.25,1805.7,1762.05,6004624
HDFC,EQ,07-Aug-20,1783.75,1774.95,1781.8,1763,5129995
HDFC,EQ,10-Aug-20,1777.7,1794,1811,1789.3,3030917
HDFC,EQ,11-Aug-20,1798.95,1813,1846.75,1810.5,4944312
HDFC,EQ,12-Aug-20,1826.75,1825.75,1837.7,1802,3606317
HDFC,EQ,13-Aug-20,1814.2,1818.5,1823.65,1799.55,3769538
HDFC,W3,13-Aug-20,180,310.2,339,299,984600
HDFC,EQ,14-Aug-20,1804.85,1818.6,1823.75,1773.25,6136766
HDFC,W3,14-Aug-20,299.95,300,320,300,521400
HDFC,EQ,17-Aug-20,1791.7,1805,1807.85,1783.85,4076960
HDFC,W3,17-Aug-20,309,315,319.5,312,233400
