"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFC","EQ","18-Dec-2020","       2494.60","       2482.00","       2489.00","       2431.00","       2472.80","       2479.40","       2459.71","    4189517","         10305009812.60","     154155","    2176013","         51.94"
"HDFC","W3","18-Dec-2020","        667.70","        644.00","        670.00","        636.00","        666.00","        667.00","        646.22","      13800","             8917770.00","         22","      12000","         86.96"
"HDFC","EQ","21-Dec-2020","       2479.40","       2468.00","       2478.95","       2370.45","       2404.45","       2414.80","       2442.50","    3573982","          8729453775.40","     136935","    1604253","         44.89"
"HDFC","W3","21-Dec-2020","        667.00","        666.00","        675.00","        601.00","        620.00","        612.25","        651.62","      43800","            28540860.00","         72","      27000","         61.64"
"HDFC","EQ","22-Dec-2020","       2414.80","       2415.00","       2439.90","       2360.50","       2398.50","       2403.65","       2397.12","    4832004","         11582915570.20","     162100","    2351068","         48.66"
"HDFC","W3","22-Dec-2020","        612.25","        608.00","        650.00","        606.00","        648.00","        646.55","        630.54","      68400","            43128600.00","        107","      56400","         82.46"
"HDFC","EQ","23-Dec-2020","       2403.65","       2398.00","       2419.65","       2376.75","       2405.90","       2403.05","       2393.10","    2605828","          6236006741.60","     102506","    1227200","         47.09"
"HDFC","W3","23-Dec-2020","        646.55","        639.00","        645.00","        633.00","        645.00","        642.50","        639.05","      13200","             8435430.00","         22","      10200","         77.27"
"HDFC","EQ","24-Dec-2020","       2403.05","       2417.00","       2464.65","       2411.05","       2451.85","       2455.15","       2441.15","    2723426","          6648298919.40","      90401","    1164270","         42.75"
"HDFC","W3","24-Dec-2020","        642.50","        673.90","        685.00","        657.00","        662.50","        667.85","        669.04","      14400","             9634170.00","         24","      10800","         75.00"
"HDFC","EQ","28-Dec-2020","       2455.15","       2467.00","       2485.00","       2436.60","       2485.00","       2476.45","       2460.41","    2085391","          5130918234.45","      67694","     889141","         42.64"
"HDFC","W3","28-Dec-2020","        667.85","        695.00","        695.00","        669.00","        677.00","        681.00","        679.12","       6000","             4074720.00","          9","       5400","         90.00"
"HDFC","EQ","29-Dec-2020","       2476.45","       2480.00","       2530.00","       2480.00","       2511.00","       2518.95","       2513.80","    4490464","         11288129536.75","     162376","    2226857","         49.59"
"HDFC","W3","29-Dec-2020","        681.00","        700.00","        730.00","        700.00","        717.00","        716.80","        719.16","      37800","            27184320.00","         47","      27600","         73.02"
"HDFC","EQ","30-Dec-2020","       2518.95","       2518.95","       2525.00","       2483.00","       2521.70","       2518.05","       2502.78","    2902423","          7264128976.85","     105288","    1494677","         51.50"
"HDFC","W3","30-Dec-2020","        716.80","        715.00","        715.00","        698.00","        714.95","        714.95","        707.97","      11400","             8070870.00","         18","       6000","         52.63"
"HDFC","EQ","31-Dec-2020","       2518.05","       2518.70","       2575.00","       2504.40","       2549.95","       2558.65","       2556.76","    4956399","         12672322865.05","     147144","    2102976","         42.43"
"HDFC","W3","31-Dec-2020","        714.95","        720.00","        770.00","        720.00","        755.00","        752.60","        752.20","      37800","            28433250.00","         53","      28200","         74.60"
"HDFC","EQ","01-Jan-2021","       2558.65","       2549.00","       2593.30","       2541.15","       2565.00","       2568.75","       2574.95","    2054108","          5289219586.50","      77982","     564766","         27.49"
"HDFC","W3","01-Jan-2021","        752.60","        759.00","        775.00","        747.10","        760.00","        757.70","        761.87","      30600","            23313330.00","         50","      19800","         64.71"
"HDFC","EQ","04-Jan-2021","       2568.75","       2576.90","       2592.35","       2533.15","       2579.00","       2578.50","       2568.41","    2795972","          7181188494.25","      99023","    1419319","         50.76"
"HDFC","W3","04-Jan-2021","        757.70","        760.00","        763.60","        740.00","        756.15","        758.05","        757.37","      18600","            14087010.00","         29","      12000","         64.52"
"HDFC","EQ","05-Jan-2021","       2578.50","       2589.00","       2659.45","       2572.40","       2654.95","       2651.85","       2631.43","    5870743","         15448439205.80","     191487","    3136561","         53.43"
"HDFC","W3","05-Jan-2021","        758.05","        761.15","        812.00","        761.15","        798.50","        798.70","        798.61","     109200","            87207870.00","        170","      85200","         78.02"
"HDFC","EQ","06-Jan-2021","       2651.85","       2664.70","       2665.00","       2619.00","       2631.00","       2638.85","       2642.51","    3401085","          8987385763.00","     126726","    1679728","         49.39"
"HDFC","W3","06-Jan-2021","        798.70","        800.00","        815.00","        783.00","        783.00","        789.10","        796.66","      58800","            46843590.00","         98","      42000","         71.43"
"HDFC","EQ","07-Jan-2021","       2638.85","       2670.00","       2709.35","       2647.40","       2653.45","       2661.35","       2680.83","    4106042","         11007581806.60","     183933","    2215445","         53.96"
"HDFC","W3","07-Jan-2021","        789.10","        817.45","        830.00","        813.95","        829.50","        826.90","        821.53","     226200","           185830080.00","        229","     194400","         85.94"
"HDFC","EQ","08-Jan-2021","       2661.35","       2668.00","       2674.40","       2631.00","       2657.65","       2657.50","       2646.97","    4497042","         11903528947.45","     129843","    2430085","         54.04"
"HDFC","W3","08-Jan-2021","        826.90","        824.00","        825.00","        800.00","        820.00","        815.90","        807.01","      31200","            25178760.00","         52","      21000","         67.31"
"HDFC","EQ","11-Jan-2021","       2657.50","       2680.00","       2762.00","       2666.75","       2747.10","       2751.20","       2719.37","    5939812","         16152540359.30","     146148","    3730773","         62.81"
"HDFC","W3","11-Jan-2021","        815.90","        830.00","        863.00","        830.00","        850.00","        855.25","        844.90","     105600","            89221740.00","        166","      90600","         85.80"
"HDFC","EQ","12-Jan-2021","       2751.20","       2738.00","       2760.00","       2719.00","       2750.00","       2747.55","       2736.57","    3412213","          9337751783.25","     143428","    1944551","         56.99"
"HDFC","W3","12-Jan-2021","        855.25","        825.25","        850.00","        825.25","        850.00","        845.65","        841.00","      21600","            18165600.00","         36","      16200","         75.00"
"HDFC","EQ","13-Jan-2021","       2747.55","       2760.45","       2777.15","       2651.10","       2672.00","       2670.90","       2697.06","    5582165","         15055421128.50","     220680","    3127974","         56.04"
"HDFC","W3","13-Jan-2021","        845.65","        854.50","        860.00","        780.00","        792.00","        793.00","        809.78","      27000","            21864000.00","         45","      17400","         64.44"
"HDFC","EQ","14-Jan-2021","       2670.90","       2670.00","       2699.00","       2647.15","       2681.10","       2684.05","       2671.94","    4253567","         11365263175.55","     161894","    2732578","         64.24"
"HDFC","W3","14-Jan-2021","        793.00","        785.00","        800.00","        773.00","        790.00","        794.45","        794.05","      35400","            28109490.00","         59","      27000","         76.27"
"HDFC","EQ","15-Jan-2021","       2684.05","       2661.00","       2688.45","       2615.60","       2635.00","       2632.75","       2645.58","    2582955","          6833403181.70","     119439","    1262664","         48.88"
"HDFC","W3","15-Jan-2021","        794.45","        781.25","        781.25","        750.00","        765.00","        765.00","        763.99","       9600","             7334340.00","         16","       8400","         87.50"
"HDFC","EQ","18-Jan-2021","       2632.75","       2645.95","       2647.40","       2550.00","       2569.40","       2566.50","       2580.07","    5154593","         13299213122.50","     194019","    3245275","         62.96"
"HDFC","W3","18-Jan-2021","        765.00","        747.00","        747.00","        700.00","        717.90","        714.50","        717.42","      60000","            43045200.00","         95","      48600","         81.00"
"HDFC","EQ","19-Jan-2021","       2566.50","       2585.00","       2680.80","       2575.00","       2651.05","       2656.95","       2630.40","    3569359","          9388838394.95","     137748","    1825932","         51.16"
"HDFC","W3","19-Jan-2021","        714.50","        749.00","        785.95","        736.00","        768.90","        773.40","        769.07","      39600","            30455310.00","         61","      35400","         89.39"
"HDFC","EQ","20-Jan-2021","       2656.95","       2666.00","       2711.90","       2622.60","       2673.00","       2688.15","       2665.86","    5771114","         15384974615.90","     186407","    3256961","         56.44"
"HDFC","W3","20-Jan-2021","        773.40","        753.35","        788.00","        750.00","        760.00","        773.00","        764.96","      63000","            48192390.00","        103","      52800","         83.81"
"HDFC","EQ","21-Jan-2021","       2688.15","       2687.95","       2698.00","       2641.25","       2671.00","       2663.00","       2669.14","    3200138","          8541606460.90","     144444","    1753076","         54.78"
"HDFC","W3","21-Jan-2021","        773.00","        781.75","        795.00","        755.10","        770.00","        764.70","        772.37","      39600","            30586020.00","         49","      33600","         84.85"
"HDFC","EQ","22-Jan-2021","       2663.00","       2669.00","       2678.75","       2583.05","       2589.95","       2589.45","       2623.61","    5013872","         13154429478.75","     182520","    3009692","         60.03"
"HDFC","W3","22-Jan-2021","        764.70","        740.00","        767.45","        717.10","        725.45","        721.50","        728.87","      40200","            29300490.00","         67","      32400","         80.60"
"HDFC","EQ","25-Jan-2021","       2589.45","       2630.45","       2670.00","       2543.00","       2560.00","       2551.40","       2611.45","    7761405","         20268543190.55","     242397","    5387037","         69.41"
"HDFC","W3","25-Jan-2021","        721.50","        780.00","        784.55","        676.00","        698.00","        690.65","        719.79","      43200","            31094970.00","         72","      26400","         61.11"
"HDFC","EQ","27-Jan-2021","       2551.40","       2546.30","       2546.30","       2458.25","       2470.00","       2467.00","       2494.96","    4858346","         12121360027.75","     224331","    2961607","         60.96"
"HDFC","W3","27-Jan-2021","        690.65","        661.10","        680.00","        645.00","        670.95","        668.00","        658.01","      94200","            61984470.00","        157","      82800","         87.90"
"HDFC","EQ","28-Jan-2021","       2467.00","       2430.10","       2454.00","       2395.25","       2431.50","       2425.75","       2424.38","    5282970","         12807903788.30","     206977","    2821927","         53.42"
"HDFC","W3","28-Jan-2021","        668.00","        622.25","        674.00","        622.25","        658.50","        660.90","        657.46","      70800","            46548210.00","        114","      55200","         77.97"
"HDFC","EQ","29-Jan-2021","       2425.75","       2450.00","       2460.00","       2364.60","       2378.00","       2377.80","       2413.14","    7347695","         17731030595.80","     217055","    5178831","         70.48"
"HDFC","W3","29-Jan-2021","        660.90","        675.00","        690.00","        658.50","        662.00","        664.80","        670.72","      31200","            20926590.00","         51","      25200","         80.77"
"HDFC","EQ","01-Feb-2021","       2377.80","       2402.70","       2602.10","       2391.85","       2580.00","       2579.25","       2497.40","    7106502","         17747779822.35","     313341","    3471229","         48.85"
"HDFC","W3","01-Feb-2021","        664.80","        686.00","        731.25","        675.30","        731.25","        731.25","        718.20","     113400","            81444360.00","        180","      88800","         78.31"
"HDFC","EQ","02-Feb-2021","       2579.25","       2625.00","       2762.95","       2612.00","       2658.70","       2659.00","       2702.44","    9253486","         25006997372.30","     341033","    4668522","         50.45"
"HDFC","W3","02-Feb-2021","        731.25","        780.00","        804.35","        750.00","        763.85","        762.00","        797.51","     163800","           130631850.00","        243","     120600","         73.63"
"HDFC","EQ","03-Feb-2021","       2659.00","       2695.00","       2734.50","       2618.00","       2702.95","       2703.55","       2687.61","    4782433","         12853319780.40","     200284","    2070316","         43.29"
"HDFC","W3","03-Feb-2021","        762.00","        755.05","        825.00","        748.00","        802.00","        803.15","        798.50","     141600","           113067660.00","        112","     112800","         79.66"
"HDFC","EQ","04-Feb-2021","       2703.55","       2740.40","       2742.00","       2659.00","       2707.00","       2707.75","       2696.80","    4108174","         11078934149.00","     166227","    2235298","         54.41"
"HDFC","W3","04-Feb-2021","        803.15","        799.90","        815.00","        777.00","        809.00","        809.00","        805.63","      47400","            38186880.00","         68","      36000","         75.95"
"HDFC","EQ","05-Feb-2021","       2707.75","       2724.50","       2767.80","       2696.20","       2721.00","       2721.50","       2730.71","    4575345","         12493933543.90","     185133","    2285725","         49.96"
"HDFC","W3","05-Feb-2021","        809.00","        863.80","        864.80","        828.00","        864.00","        858.90","        845.72","      82200","            69517830.00","        120","      63000","         76.64"
"HDFC","EQ","08-Feb-2021","       2721.50","       2765.00","       2765.00","       2711.10","       2735.10","       2733.35","       2734.19","    3807824","         10411332364.45","     164151","    2156322","         56.63"
"HDFC","W3","08-Feb-2021","        858.90","        866.00","        895.00","        861.00","        870.00","        876.50","        880.47","      61800","            54412830.00","         93","      42600","         68.93"
"HDFC","EQ","09-Feb-2021","       2733.35","       2760.00","       2784.00","       2710.45","       2745.00","       2747.05","       2746.69","    5586584","         15344641030.00","     156091","    3508869","         62.81"
"HDFC","W3","09-Feb-2021","        876.50","        885.00","        909.90","        870.00","        880.00","        881.20","        894.45","     114600","           102504060.00","        170","      80400","         70.16"
"HDFC","EQ","10-Feb-2021","       2747.05","       2745.95","       2780.00","       2739.20","       2777.20","       2767.10","       2764.20","    5602915","         15487593018.10","     166441","    3654412","         65.22"
"HDFC","W3","10-Feb-2021","        881.20","        867.65","        900.00","        867.65","        880.00","        879.85","        881.13","      73800","            65027160.00","        115","      61800","         83.74"
"HDFC","EQ","11-Feb-2021","       2767.10","       2744.10","       2767.60","       2737.45","       2753.40","       2760.60","       2752.05","    1935639","          5326968203.75","     111377","     928558","         47.97"
"HDFC","W3","11-Feb-2021","        879.85","        865.00","        880.00","        865.00","        880.00","        880.00","        870.48","      34800","            30292560.00","         57","      29400","         84.48"
"HDFC","EQ","12-Feb-2021","       2760.60","       2746.00","       2809.00","       2735.60","       2789.00","       2791.50","       2781.64","    2921180","          8125663979.05","     116778","    1204874","         41.25"
"HDFC","W3","12-Feb-2021","        880.00","        875.10","        915.00","        870.00","        885.15","        894.75","        901.70","      28200","            25427880.00","         47","      19200","         68.09"
"HDFC","EQ","15-Feb-2021","       2791.50","       2819.00","       2868.00","       2805.00","       2861.55","       2860.45","       2847.59","    2847445","          8108348529.35","     119073","    1185254","         41.63"
"HDFC","W3","15-Feb-2021","        894.75","        935.00","        948.90","        923.20","        933.00","        931.05","        932.63","      97200","            90651510.00","        148","      81000","         83.33"
"HDFC","EQ","16-Feb-2021","       2860.45","       2871.00","       2896.00","       2838.00","       2853.85","       2858.65","       2867.92","    2295100","          6582170859.35","     103353","    1079585","         47.04"
"HDFC","W3","16-Feb-2021","        931.05","        964.95","        965.00","        920.00","        930.00","        930.00","        942.22","      57000","            53706720.00","         80","      39600","         69.47"
"HDFC","EQ","17-Feb-2021","       2858.65","       2850.25","       2856.60","       2787.85","       2797.55","       2805.35","       2814.04","    2874649","          8089368102.10","     105039","    1410603","         49.07"
"HDFC","W3","17-Feb-2021","        930.00","        900.00","        920.00","        885.00","        885.00","        893.10","        901.12","      67200","            60554970.00","         89","      47400","         70.54"
"HDFC","EQ","18-Feb-2021","       2805.35","       2800.00","       2806.00","       2730.10","       2750.00","       2745.15","       2758.03","    2937262","          8101051921.70","     131354","    1449307","         49.34"
"HDFC","W3","18-Feb-2021","        893.10","        873.00","        875.10","        836.90","        845.00","        845.20","        849.04","      36000","            30565440.00","         45","      30600","         85.00"
"HDFC","EQ","19-Feb-2021","       2745.15","       2725.00","       2765.00","       2714.15","       2740.00","       2741.30","       2740.19","    2275146","          6234329818.75","     118178","     923508","         40.59"
"HDFC","W3","19-Feb-2021","        845.20","        829.50","        874.00","        816.00","        840.30","        841.20","        843.59","      33000","            27838410.00","         55","      17400","         52.73"
"HDFC","EQ","22-Feb-2021","       2741.30","       2741.30","       2741.30","       2638.15","       2655.00","       2651.95","       2674.85","    4090709","         10942024843.70","     155641","    2347706","         57.39"
"HDFC","W3","22-Feb-2021","        841.20","        824.00","        829.00","        800.10","        826.00","        823.15","        812.42","      99000","            80430000.00","        155","      76200","         76.97"
"HDFC","EQ","23-Feb-2021","       2651.95","       2670.35","       2677.90","       2621.00","       2629.00","       2628.60","       2640.44","    3022925","          7981842804.80","     134497","    1511645","         50.01"
"HDFC","W3","23-Feb-2021","        823.15","        825.00","        838.00","        810.00","        825.00","        826.20","        824.44","      43800","            36110580.00","         73","      36600","         83.56"
"HDFC","EQ","24-Feb-2021","       2628.60","       2610.10","       2723.00","       2610.10","       2709.00","       2707.75","       2655.41","    2950645","          7835183617.40","     102500","    1722253","         58.37"
"HDFC","W3","24-Feb-2021","        826.20","        838.90","        883.00","        833.50","        875.00","        876.00","        858.42","      12000","            10301040.00","         20","       8400","         70.00"
"HDFC","EQ","25-Feb-2021","       2707.75","       2718.50","       2739.00","       2677.00","       2687.00","       2684.70","       2702.59","    4758112","         12859239613.30","     144627","    3314463","         69.66"
"HDFC","W3","25-Feb-2021","        876.00","        875.00","        878.00","        865.00","        865.00","        865.90","        872.50","      12000","            10469970.00","         14","      11400","         95.00"
"HDFC","EQ","26-Feb-2021","       2684.70","       2631.05","       2631.05","       2520.00","       2539.90","       2539.40","       2561.29","    8771431","         22466145911.70","     288790","    5324357","         60.70"
"HDFC","W3","26-Feb-2021","        865.90","        825.00","        837.00","        800.00","        806.55","        806.20","        812.24","     103800","            84310590.00","        168","      79800","         76.88"
"HDFC","EQ","01-Mar-2021","       2539.40","       2556.00","       2614.60","       2548.60","       2610.00","       2606.00","       2588.58","    3595993","          9308531410.95","     134145","    2059491","         57.27"
"HDFC","W3","01-Mar-2021","        806.20","        844.00","        848.00","        826.00","        840.00","        840.00","        839.55","      10800","             9067140.00","         18","       7800","         72.22"
"HDFC","EQ","02-Mar-2021","       2606.00","       2615.00","       2615.00","       2541.40","       2575.00","       2564.00","       2567.14","    4086134","         10489679518.45","     162290","    2300989","         56.31"
"HDFC","W3","02-Mar-2021","        840.00","        850.00","        850.00","        817.00","        833.60","        833.60","        827.16","      19200","            15881550.00","         32","      10200","         53.13"
"HDFC","EQ","03-Mar-2021","       2564.00","       2608.90","       2664.15","       2592.15","       2654.85","       2654.90","       2626.73","    5640063","         14814933877.45","     133676","    3446930","         61.12"
"HDFC","W3","03-Mar-2021","        833.60","        850.00","        865.00","        845.00","        864.00","        857.15","        852.57","      28200","            24042570.00","         42","      21000","         74.47"
"HDFC","EQ","04-Mar-2021","       2654.90","       2610.00","       2610.00","       2568.00","       2584.90","       2582.95","       2584.28","    5315682","         13737220189.30","     235030","    3086674","         58.07"
"HDFC","W3","04-Mar-2021","        857.15","        802.25","        830.00","        802.25","        826.00","        826.00","        816.79","      36600","            29894370.00","         59","      21600","         59.02"
"HDFC","EQ","05-Mar-2021","       2582.95","       2573.60","       2579.90","       2523.50","       2546.90","       2543.90","       2551.40","    4254126","         10853977688.85","     171484","    2157972","         50.73"
"HDFC","W3","05-Mar-2021","        826.00","        813.80","        826.00","        795.00","        810.00","        805.10","        809.26","      52800","            42729090.00","         75","      38400","         72.73"
"HDFC","EQ","08-Mar-2021","       2543.90","       2555.05","       2560.00","       2505.40","       2512.00","       2510.25","       2525.59","    2179821","          5505333730.15","     114119","    1057347","         48.51"
"HDFC","W3","08-Mar-2021","        805.10","        811.00","        822.50","        797.00","        800.00","        801.65","        804.37","      27000","            21717990.00","         43","      18600","         68.89"
"HDFC","EQ","09-Mar-2021","       2510.25","       2513.10","       2584.40","       2513.10","       2578.00","       2577.30","       2559.34","    2877662","          7364925570.70","     122151","    1168277","         40.60"
"HDFC","W3","09-Mar-2021","        801.65","        815.05","        850.00","        815.05","        850.00","        847.70","        838.97","      27000","            22652190.00","         41","      19200","         71.11"
"HDFC","EQ","10-Mar-2021","       2577.30","       2590.40","       2609.40","       2580.60","       2600.00","       2599.80","       2596.55","    2569360","          6671472757.60","     102150","    1462427","         56.92"
"HDFC","W3","10-Mar-2021","        847.70","        861.85","        865.00","        835.00","        840.00","        840.00","        846.74","      13800","            11685060.00","         22","       9000","         65.22"
"HDFC","EQ","12-Mar-2021","       2599.80","       2662.00","       2667.95","       2556.35","       2568.00","       2568.00","       2607.61","    3487185","          9093216419.80","     135588","    2120223","         60.80"
"HDFC","W3","12-Mar-2021","        840.00","        874.00","        874.00","        813.50","        826.50","        824.65","        837.35","      20400","            17081970.00","         34","       9600","         47.06"
"HDFC","EQ","15-Mar-2021","       2568.00","       2565.00","       2568.00","       2496.05","       2532.90","       2535.50","       2521.26","    2905477","          7325465978.50","     143612","    1595346","         54.91"
"HDFC","W3","15-Mar-2021","        824.65","        801.10","        830.00","        785.00","        830.00","        828.00","        800.22","      76800","            61457010.00","        122","      43200","         56.25"
"HDFC","EQ","16-Mar-2021","       2535.50","       2556.50","       2562.65","       2503.00","       2517.50","       2510.40","       2529.62","    2446483","          6188680432.65","     140833","    1368255","         55.93"
"HDFC","W3","16-Mar-2021","        828.00","        819.00","        820.00","        810.00","        820.00","        812.50","        816.12","      15600","            12731520.00","         26","       9000","         57.69"
"HDFC","EQ","17-Mar-2021","       2510.40","       2509.10","       2542.00","       2502.75","       2510.00","       2515.55","       2520.91","    3362442","          8476407084.80","     109845","    1882530","         55.99"
"HDFC","W3","17-Mar-2021","        812.50","        817.90","        819.45","        792.25","        800.00","        798.30","        801.21","      34800","            27881970.00","         57","      22800","         65.52"
"HDFC","EQ","18-Mar-2021","       2515.55","       2549.00","       2561.45","       2501.00","       2507.80","       2514.60","       2528.95","    3460891","          8752416459.90","     147535","    1933529","         55.87"
"HDFC","W3","18-Mar-2021","        798.30","        795.00","        814.00","        770.00","        786.00","        781.45","        789.90","      57600","            45498120.00","         93","      31800","         55.21"
"HDFC","EQ","19-Mar-2021","       2514.60","       2486.00","       2567.00","       2481.70","       2525.40","       2531.65","       2523.88","    5277763","         13320434188.85","     122261","    2701241","         51.18"
"HDFC","W3","19-Mar-2021","        781.45","        765.00","        797.95","        760.00","        780.00","        782.45","        773.85","      49200","            38073300.00","         77","      33600","         68.29"
"HDFC","EQ","22-Mar-2021","       2531.65","       2530.10","       2547.35","       2485.00","       2536.20","       2531.85","       2516.21","    3367784","          8474065236.85","     118982","    1871941","         55.58"
"HDFC","W3","22-Mar-2021","        782.45","        780.00","        780.00","        766.00","        774.95","        775.00","        773.72","      19800","            15319650.00","         32","      13800","         69.70"
"HDFC","EQ","23-Mar-2021","       2531.85","       2531.00","       2541.35","       2492.10","       2512.30","       2509.90","       2512.86","    3980896","         10003415249.05","     170520","    2450626","         61.56"
"HDFC","W3","23-Mar-2021","        775.00","        783.25","        788.00","        750.00","        774.00","        765.30","        761.93","     123600","            94174710.00","        181","      84000","         67.96"
"HDFC","EQ","24-Mar-2021","       2509.90","       2484.85","       2503.50","       2446.70","       2465.00","       2465.75","       2470.25","    3165420","          7819375116.75","     146395","    1600981","         50.58"
"HDFC","W3","24-Mar-2021","        765.30","        760.00","        771.70","        737.00","        756.40","        745.60","        746.96","      42600","            31820580.00","         68","      34200","         80.28"
"HDFC","EQ","25-Mar-2021","       2465.75","       2488.00","       2491.60","       2431.10","       2478.00","       2470.75","       2456.22","    4759214","         11689682429.80","     196107","    2734430","         57.46"
"HDFC","W3","25-Mar-2021","        745.60","        735.10","        790.00","        729.75","        789.00","        784.00","        755.22","      40800","            30812910.00","         67","      30000","         73.53"
"HDFC","EQ","26-Mar-2021","       2470.75","       2506.75","       2548.00","       2491.20","       2529.00","       2532.75","       2524.28","    3272534","          8260785946.10","     144477","    1739269","         53.15"
"HDFC","W3","26-Mar-2021","        784.00","        794.00","        795.00","        769.00","        771.10","        781.55","        778.40","      62400","            48572460.00","         90","      49800","         79.81"
"HDFC","EQ","30-Mar-2021","       2532.75","       2569.30","       2617.00","       2555.25","       2609.95","       2605.65","       2592.39","    4349089","         11274543313.20","     150693","    2737671","         62.95"
"HDFC","W3","30-Mar-2021","        781.55","        807.30","        807.30","        780.00","        785.00","        789.40","        790.51","     122400","            96758520.00","        190","     114600","         93.63"
"HDFC","EQ","31-Mar-2021","       2605.65","       2599.60","       2599.60","       2490.00","       2504.05","       2498.10","       2514.90","    5492619","         13813380402.45","     236093","    3336573","         60.75"
"HDFC","W3","31-Mar-2021","        789.40","        774.90","        774.90","        730.00","        740.00","        744.00","        744.89","     156000","           116203560.00","        206","     132000","         84.62"
"HDFC","EQ","01-Apr-2021","       2498.10","       2524.00","       2536.95","       2480.00","       2530.00","       2531.45","       2513.49","    2621437","          6588954276.70","     103602","    1145037","         43.68"
"HDFC","W3","01-Apr-2021","        744.00","        759.90","        770.00","        738.50","        770.00","        770.00","        750.78","      30600","            22973910.00","         43","      18600","         60.78"
"HDFC","EQ","05-Apr-2021","       2531.45","       2530.00","       2531.00","       2413.00","       2448.00","       2445.85","       2448.25","    3353567","          8210377356.75","     211024","    1668964","         49.77"
"HDFC","W3","05-Apr-2021","        770.00","        746.00","        754.90","        722.10","        737.00","        740.20","        743.40","      33600","            24978210.00","         55","      23400","         69.64"
"HDFC","EQ","06-Apr-2021","       2445.85","       2470.30","       2486.85","       2435.35","       2478.15","       2472.30","       2468.06","    2882606","          7114455771.10","     128916","    1619826","         56.19"
"HDFC","W3","06-Apr-2021","        740.20","        736.00","        769.00","        736.00","        755.00","        754.05","        753.59","      48000","            36172080.00","         51","      37800","         78.75"
"HDFC","EQ","07-Apr-2021","       2472.30","       2489.00","       2507.80","       2457.00","       2478.80","       2482.70","       2485.10","    3511527","          8726504187.10","     134963","    2078408","         59.19"
"HDFC","W3","07-Apr-2021","        754.05","        755.05","        788.90","        755.05","        770.00","        771.20","        770.77","      26400","            20348370.00","         37","      16800","         63.64"
"HDFC","EQ","08-Apr-2021","       2482.70","       2495.00","       2530.90","       2485.75","       2502.45","       2502.55","       2514.01","    2510746","          6312048416.55","     101341","    1424452","         56.73"
"HDFC","W3","08-Apr-2021","        771.20","        775.00","        791.95","        761.00","        761.00","        761.25","        776.68","      10800","             8388180.00","         18","       6600","         61.11"
"HDFC","EQ","09-Apr-2021","       2502.55","       2522.00","       2556.00","       2492.30","       2515.70","       2513.90","       2517.57","    3234017","          8141860941.20","      97618","    1998441","         61.79"
"HDFC","W3","09-Apr-2021","        761.25","        760.00","        784.90","        753.00","        756.10","        760.55","        768.92","      14400","            11072400.00","         24","       4200","         29.17"
"HDFC","EQ","12-Apr-2021","       2513.90","       2450.00","       2454.45","       2405.00","       2426.00","       2419.85","       2425.22","    3772771","          9149810743.65","     216533","    2422529","         64.21"
"HDFC","W3","12-Apr-2021","        760.55","        721.05","        735.00","        693.00","        703.00","        701.55","        713.00","      53400","            38074050.00","         87","      34800","         65.17"
"HDFC","EQ","13-Apr-2021","       2419.85","       2422.40","       2523.10","       2412.25","       2522.00","       2512.95","       2468.59","    3832030","          9459725069.55","     196531","    2452351","         64.00"
"HDFC","W3","13-Apr-2021","        701.55","        725.00","        765.00","        725.00","        764.00","        764.05","        746.60","      24600","            18366270.00","         41","      18600","         75.61"
"HDFC","EQ","15-Apr-2021","       2512.95","       2540.00","       2555.00","       2493.00","       2543.95","       2547.15","       2527.23","    4201633","         10618500100.20","     147895","    2455847","         58.45"
"HDFC","W3","15-Apr-2021","        764.05","        774.00","        788.50","        740.25","        772.10","        783.45","        770.61","      18600","            14333280.00","         31","      10200","         54.84"
"HDFC","EQ","16-Apr-2021","       2547.15","       2550.00","       2589.80","       2546.85","       2569.00","       2574.05","       2572.39","    3133311","          8060093449.60","     126445","    1827639","         58.33"
"HDFC","W3","16-Apr-2021","        783.45","        790.00","        805.00","        785.00","        785.00","        785.00","        796.61","       8400","             6691530.00","         14","       6600","         78.57"
"HDFC","EQ","19-Apr-2021","       2574.05","       2474.00","       2510.00","       2452.00","       2501.05","       2492.35","       2484.26","    3550890","          8821342904.35","     150346","    1875490","         52.82"
"HDFC","W3","19-Apr-2021","        785.00","        740.00","        754.50","        725.00","        754.50","        754.50","        737.61","      18000","            13276890.00","         30","      12000","         66.67"
"HDFC","EQ","20-Apr-2021","       2492.35","       2542.15","       2544.00","       2406.20","       2409.00","       2415.90","       2454.68","    7365765","         18080588516.85","     193822","    4822407","         65.47"
"HDFC","W3","20-Apr-2021","        754.50","        750.00","        752.90","        730.00","        730.00","        733.35","        741.58","      15600","            11568600.00","         26","      14400","         92.31"
"HDFC","EQ","22-Apr-2021","       2415.90","       2400.00","       2485.00","       2373.00","       2478.05","       2479.70","       2437.46","    4514740","         11004497066.10","     234101","    2618593","         58.00"
"HDFC","W3","22-Apr-2021","        733.35","        742.00","        769.00","        732.10","        769.00","        769.00","        752.20","       6000","             4513200.00","         10","       5400","         90.00"
"HDFC","EQ","23-Apr-2021","       2479.70","       2455.05","       2504.15","       2437.50","       2491.00","       2497.35","       2479.65","    3143779","          7795464528.25","     133007","    1514578","         48.18"
