Date,Open,High,Low,Close,Volume
30-Mar-22,2369.4,2388,2347.65,2337.35,3176850
30-Mar-22,534.9,562.95,534.9,528.1,20400
31-Mar-22,2381.5,2428.2,2380.2,2385.45,4167353
31-Mar-22,555,573,510,561.95,61800
01-Apr-22,2363.2,2464.7,2349,2390.4,2651324
01-Apr-22,525.9,570.1,525.75,521.95,43800
04-Apr-22,2570.5,2933.8,2570.5,2452.3,34117717
04-Apr-22,548.75,623.55,548.75,566.9,453600
05-Apr-22,2677.4,2680,2614.1,2680.05,6178848
05-Apr-22,685.9,685.9,641,623.55,144600
06-Apr-22,2597.4,2604,2530.1,2623.7,5102935
06-Apr-22,613.45,632.7,610,650.1,255600
07-Apr-22,2511.6,2519.9,2458.15,2536.05,8094839
07-Apr-22,615,627.5,610,627.65,85200
08-Apr-22,2490,2490,2427.6,2462.7,9568303
08-Apr-22,603,603,581,611.05,164400
11-Apr-22,2440,2454,2421.1,2458.25,4173679
11-Apr-22,575,590,575,595.25,114600
12-Apr-22,2411.2,2443.7,2399,2424.7,5390147
12-Apr-22,584.95,590,570.05,584.5,20400
13-Apr-22,2447,2447,2371.55,2425.7,4257122
13-Apr-22,571.05,571.05,547,573.5,31800
18-Apr-22,2318.6,2322,2257.05,2378.5,9158650
18-Apr-22,526.1,527,499.95,548.8,96600
19-Apr-22,2264.1,2270.9,2111.25,2263.5,20050720
19-Apr-22,504.55,504.55,467,505.3,166800
20-Apr-22,2154,2188.9,2144,2140.2,5434844
20-Apr-22,481,498,480,493.4,141600
21-Apr-22,2197.7,2246.6,2181.2,2180.2,5419406
21-Apr-22,486,511.9,470,482.35,97800
22-Apr-22,2190.05,2242.3,2186,2230.65,4840122
22-Apr-22,495,514.55,490,509.7,49200
25-Apr-22,2187.9,2221,2156,2206.4,2999737
25-Apr-22,495,497.35,485.3,507,39000
26-Apr-22,2230,2239,2205,2210.5,2514191
26-Apr-22,496,505,496,492.6,35400
27-Apr-22,2214.7,2238.9,2206,2230.2,2560457
27-Apr-22,492.55,500.6,485,502.75,146400
28-Apr-22,2237.4,2237.4,2206.75,2218.7,3424941
28-Apr-22,490,490,480.05,487,10800
29-Apr-22,2230,2283.5,2215,2224,5492816
29-Apr-22,490.8,505,488.5,489,17400
02-May-22,2194.1,2270,2184,2229.7,3878583
02-May-22,493.9,500,485.1,496.4,20400
04-May-22,2271.3,2278,2192,2264,4754704
04-May-22,492.05,493,470,495.85,12000
05-May-22,2230.35,2251.9,2207,2206.95,2661611
05-May-22,470.7,488,470,473.05,7200
06-May-22,2170,2190,2142.75,2215.4,3862931
06-May-22,475,475.5,470,470,51000
09-May-22,2115,2181,2113.6,2150.65,3969231
09-May-22,451.1,465,451.1,474.5,24000
10-May-22,2163.45,2221.8,2160.25,2168.3,4205193
10-May-22,465.25,470.55,456,461,15000
11-May-22,2228.2,2237.85,2186.35,2201.3,3499620
11-May-22,460,468.9,445.55,457.45,13800
12-May-22,2190,2204,2143,2219.1,4361039
12-May-22,451.55,451.55,441.25,456,8400
13-May-22,2165.4,2190.95,2125.25,2150.45,4905109
13-May-22,443,456.15,443,441.25,12000
16-May-22,2134.5,2182.55,2130.55,2132.95,1745877
16-May-22,460,476.95,443.5,456.15,16800
17-May-22,2180,2196.6,2160.75,2172.1,3079155
17-May-22,448.9,450.35,444,444.7,25800
18-May-22,2195,2218,2178,2190.55,2472415
18-May-22,446,446,445.45,446,2400
19-May-22,2132,2158.95,2122.65,2184.55,3867697
19-May-22,430,430,421,445.45,11400
20-May-22,2165,2212,2152.3,2136.3,3954167
20-May-22,438,450,430,421.85,14400
23-May-22,2217.7,2221,2165.2,2201.6,3630816
23-May-22,435,435,415,433.05,10200
24-May-22,2167.75,2226,2158.1,2175.95,3778065
24-May-22,424.85,429,420,416.85,31200
25-May-22,2217.85,2251.15,2216.05,2206.8,3147555
25-May-22,425,428,415,421,6000
26-May-22,2242,2301.65,2242,2237.45,5940524
26-May-22,423,446.5,422.55,416,30600
27-May-22,2304.6,2334.25,2300.3,2287.75,2257207
27-May-22,450.55,455,446,444.35,22200
