Date,Open,High,Low,Close,Volume
14-Sep-20,1781,1796.85,1728.4,1768.15,4061493
14-Sep-20,318,320,310.1,318,31800
15-Sep-20,1754.9,1777,1742.8,1738,3159537
15-Sep-20,315.05,315.05,311.55,313.15,15000
16-Sep-20,1766,1774.7,1743.45,1758.75,2592551
16-Sep-20,320,324,315.1,315,55200
17-Sep-20,1750,1773.2,1736.5,1768.15,3191905
17-Sep-20,319.95,320.1,318.05,318.8,166200
18-Sep-20,1752.9,1754.75,1708.3,1744.35,5642506
18-Sep-20,317.25,318.45,312,318.05,12000
21-Sep-20,1722.8,1738.75,1701.85,1724,3174505
21-Sep-20,315,317.95,310,314.95,9600
22-Sep-20,1716.25,1716.25,1672,1708.15,3615745
22-Sep-20,301.1,305,297.1,310,97200
23-Sep-20,1694,1696.65,1650.4,1674.85,4803637
23-Sep-20,298,301,297,300,16800
24-Sep-20,1646.8,1654.15,1623,1667.1,5673754
24-Sep-20,299.95,300,295.7,298.2,7200
25-Sep-20,1651.95,1657.8,1628.1,1636.85,4046773
25-Sep-20,299.95,300,296.15,300,7800
28-Sep-20,1672.9,1692.6,1658,1652,2739071
28-Sep-20,300,300,298,300,38400
29-Sep-20,1692,1720,1682.1,1681.45,3696138
29-Sep-20,300,300.5,299,300,26400
30-Sep-20,1716.9,1744.25,1703.2,1713.1,3594715
30-Sep-20,295,299.95,295,299,12600
01-Oct-20,1755,1799.85,1750,1740.05,3706206
01-Oct-20,300,300,298.1,298.5,51000
05-Oct-20,1784,1816.5,1775.7,1790.65,4056801
05-Oct-20,304.95,305,300,299.55,55200
06-Oct-20,1803.15,1943.7,1803.15,1785.1,16829628
06-Oct-20,314.95,321.7,309,304.95,256800
07-Oct-20,1945,1964.85,1908.85,1934.4,7038044
07-Oct-20,319.7,320,317,319.95,39600
08-Oct-20,1952.5,1988.45,1938.5,1948.75,4589506
08-Oct-20,319.95,329.95,319,318.85,136200
09-Oct-20,1945,2029.85,1938,1949.25,10848230
09-Oct-20,326.7,346.7,322.5,321.7,216600
12-Oct-20,1965,1998.95,1942.3,1957.65,3651557
12-Oct-20,337.85,337.85,330,330.25,79200
13-Oct-20,1962,1986.65,1930.55,1965.4,3351027
13-Oct-20,331.05,331.05,325,333.15,134400
14-Oct-20,1935,1989,1919.05,1943.4,3108218
14-Oct-20,321.1,330,321,325,30000
15-Oct-20,1983,2020,1938.25,1979.85,5170267
15-Oct-20,330,342.2,319,329.95,85200
16-Oct-20,1948.4,1983.7,1939.35,1947.2,3238617
16-Oct-20,320.05,326,320.05,320,2400
19-Oct-20,1985,2039.9,1983.1,1961.7,6591617
19-Oct-20,333.85,333.85,330,326,124200
20-Oct-20,2025,2041.7,2004.05,2031.5,4733065
20-Oct-20,330.9,333,326,332.35,114600
21-Oct-20,2030,2067.45,2005.35,2015.3,8166501
21-Oct-20,333,349,333,329.55,96600
22-Oct-20,2038.3,2063,2023.15,2048.75,5030745
22-Oct-20,344.75,349.9,343,344.4,117600
23-Oct-20,2056,2067.9,2046,2042.55,3573911
23-Oct-20,349.5,371,349.5,345,126000
26-Oct-20,2058,2083.95,2052.75,2059.7,4927520
26-Oct-20,375,378.9,363,365,220200
27-Oct-20,2056,2064.8,2027,2073.35,4468948
27-Oct-20,363,371,361,370,40200
28-Oct-20,2045,2045,1965,2041.35,4636738
28-Oct-20,362,362,348.05,368.15,142200
29-Oct-20,1941.25,1970,1927.3,1968.9,3463664
29-Oct-20,346.9,352,346.5,348.55,66000
30-Oct-20,1930,1947,1906.85,1934.3,4322115
30-Oct-20,347,350,346,351.25,87600
02-Nov-20,1916,2065,1916,1923.55,7635981
02-Nov-20,348.55,385,347,350,116400
03-Nov-20,2030,2139.65,2030,2040.8,8905106
03-Nov-20,384,415.15,382,377.45,65400
04-Nov-20,2111.1,2134.95,2056.4,2130.95,5214238
04-Nov-20,415,450,412.55,415.15,79200
05-Nov-20,2106,2120,2084.3,2088.2,4117187
05-Nov-20,440,452.9,434.05,442.6,21600
06-Nov-20,2110,2145,2102.45,2100.7,4607710
06-Nov-20,446.9,458,445.15,435,22200
09-Nov-20,2150,2169.95,2138.2,2138.45,3529739
09-Nov-20,459.95,489.65,459.9,445.15,65400
10-Nov-20,2185,2288.8,2175.55,2152.1,8512622
